path,sha256
.claude/settings.json,1e7be1a32a758be623e4897bcd97715f42c1585f3d7389eaa996c230e8fe9834
.gitignore,dcfd55c5909243110b3331542ac8c9dc49b793a12da8b68bb23713fa6906a3d3
AGENTS.md,7361da503b5d3f414c6454da203960877a206a75324b137fa1ffce8fac5100e0
App.legacy.tsx,64ad4d3738c48df316d8c280ded6bebece402f4e563df586d806fdb5f206a00b
App.tsx,44574c3453ae6f591a00496dfc85456ca9d3d355029b1717f59991bfe2ce80bd
BG_Hospital_Exterior_Arrival_v01.png,a6168d3012d6fbf5fd03ccf7c77558c243dca301efbb73cde40981e21784b227
CLAUDE.md,336cc4fbf19beaada7ccf9986414fa91851a8d7a07dfb3ccbe800a69eed0ab49
app.json,62478a953fac59aa99a91c76d277d5806e686843a8162cef35dac2c35a743864
assets/ASSET_MANIFEST.json,82821efadf679549a6311c98572256dce98a1504b4f0c9dee3fce0e6af0978c8
assets/app/ZERO_HOUR_AppIcon_v01.png,485b093197a83e112ed6c47910169fa4704eaf00dfb63c260f99a214f9108517
assets/app/adaptive-icon.png,afe05da486cfc222b7c159a1a2e5a0f4705e0f409f22c6c256007b5ee0ac011d
assets/app/favicon.png,7c04ece84f249d6f8d2cd3705f657a7f7b8c921e69818c986a42bc7eef7da12f
assets/app/icon.png,485b093197a83e112ed6c47910169fa4704eaf00dfb63c260f99a214f9108517
assets/app/splash-icon.png,61918d874e20e5375ada74283287f24804b6e419c570a2c81bc9b642612892eb
assets/backgrounds/1f/BG_1F_Lobby_Blackout_v01.png,e94660e8f5fef404b333d957ff726ea3a833f333b7133981a2e40891303712d3
assets/backgrounds/1f/BG_1F_Lobby_v01.png,7de604918b2d29299b3b88dfecdff449e0c3ae0df73d4d8359e162043c9ef1f3
assets/backgrounds/1f/BG_1F_StaffDoor_Blackout_v01.png,12cf4fe39501eba6b1c0670cae03eef8f4a1c04fd13e7ec6e0b4f5cb502cf6ce
assets/backgrounds/1f/BG_1F_StaffDoor_Normal_v01.png,09288bdb624c49f307e97fdff48e7e2b8089b93edcfa2a2a659fccf5bafd58cb
assets/backgrounds/1f/BG_1F_WestElevator_Normal_v01.png,70762422396dfa40131a1e64a3da9a2fad8c70b6c6312c7b001dcb9361ed4c89
assets/backgrounds/3f/BG_302Room_Cleared_v01.png,04246c18b71354919ea786cddcb08ebc529f03e862fc14f847914a833eb4b8bd
assets/backgrounds/3f/BG_302Room_Normal_v01.png,d402637084b2b5e1bb58bdfa18878b78b2830286c16bf1a27a27227fc04d8923
assets/backgrounds/3f/BG_3F_Corridor_Blackout_v01.png,2dabca97e7eb5028f389c30e07ec904f3c3e5e8633d9f6e0b6aa197f59f87735
assets/backgrounds/3f/BG_3F_Corridor_Normal_v01.png,f02c945e4a920b833f3694048b9eba262f0253933d97c242a15809c8e9fa2bec
assets/backgrounds/3f/BG_3F_OldEvacuationMap_v01.png,e3c073f4de0cf80e298ebffc9a546f0b764a1ac53fe4b957a53403d38d172a3c
assets/backgrounds/b1/BG_B1_OperationsCorridor_Blackout_v01.png,f6b6cc0b48f92efbea3b653e287aa83196cab4034505306184465a7fd1051b67
assets/backgrounds/b1/BG_B1_OperationsCorridor_Portrait_v01.png,b8976d998f3a2669e190706d9c9b958e1949193f4b0115e1a650f7ac538c150d
assets/backgrounds/car/BG_Car_Interior_Night_v01.png,75a1104b047420e904992ced1855086c3d4437436135a94a2b0eb19cb1a71021
assets/backgrounds/exterior/BG_Hospital_Exterior_Arrival_v01.png,a6168d3012d6fbf5fd03ccf7c77558c243dca301efbb73cde40981e21784b227
assets/backgrounds/special/CG_06Card_Evidence_v01.json,fbb6b1656c285893bf3872a67880ca724fae9b00215352abb260a000ce029f33
assets/backgrounds/special/CG_06Card_Evidence_v01.png,e2f26444c176cce4075834138b8802b3c7bcadedfe0794e4a4f56c079a7f8199
assets/backgrounds/special/CG_FirstDeath_Midnight_v01.png,630d3a21d6ae0b9131c16ca366bd095fb4a5d5126898648ad1eeb5300d59da15
assets/backgrounds/title/BG_Title_Baekya_Rain_Portrait_v01.json,293ecf94ed34d4143b0d1a9d0733383a6376da144be46c5f9aa3abc5adc642fe
assets/backgrounds/title/BG_Title_Baekya_Rain_Portrait_v01.png,914afbaedfc15c44bb38af7dcdd5ef23e850c4083f68fef1d4658d90de11f795
assets/characters/minseo/IDENTITY_LOCK_2026-09-12.md,3f38633fe5f63d184941df26e8ad1107b8bd1672870faf96b06dc9a7aa4b9dbd
assets/characters/minseo/master/CHAR_Minseo_FaceMaster_v02.png.png,990dc4bbe0e4709cb6f6036d4a90b3cc17aa0ed634b4c508232f0965f47c6286
assets/characters/minseo/master/CHAR_Minseo_FullbodyMaster_v01.png,afe520159ea1e597a55627fe0eb6d00a7bf4dff6fa4c5e9c3160972b5d536815
assets/characters/minseo/refs/CHAR_Minseo_UniformPoseRef_v01.png.png,c5d6599390034114e587b093b9ba67ab838ad15f95c43d07cf23ceb8b5ed3612
assets/characters/minseo/refs/legacy/CHAR_Minseo_FaceMaster_v01.png,fbdac7d897ac384e33414c04ff4c0f29cbdc6fb4dfd49d929234848f993961c9
assets/characters/minseo/sprites/CHAR_Minseo_Clinical_Full_v01.png,8f15532b5c61507375fb51b8b89f4d17c8ed241b35225cc808876f5091a75db6
assets/characters/minseo/sprites/CHAR_Minseo_Clinical_Full_v02.json,c3cc9a298f745dbadf6d1808796a867a3dc9d09e7a47e49e407cec5f7d7aa22f
assets/characters/minseo/sprites/CHAR_Minseo_Clinical_Full_v02.png,de1cdb75fc80a0e639aab1641e2de23ba036cb62f43e79baa39f34ed5cff9216
assets/characters/minseo/sprites/CHAR_Minseo_Clinical_ThreeQuarter_v03.png,0cfdcb8098ffb45151a6287409e68d61948d3b180a05837bed49f65f5f6f0b77
assets/characters/sea/master/CHAR_Sea_FullbodyMaster_v01.png,b4dfe1e74d05f07bd5a7c39566eb3684bf41858f7ae98b5ab1a1ac8b98a4e20e
assets/characters/sea/master/CHAR_Sea_FullbodyMaster_v02.png,3e2b48039c8dab39e91fe9bddaf90c71f4799067cfe518337aa244b468d60884
assets/characters/sea/sprites/CHAR_Sea_Confused_Full_v01.png,5cffcf1c6a61edbb52ccd79fffc934f0876e38d1c0255cb8fe138982b6f5bba0
assets/characters/sea/sprites/CHAR_Sea_Confused_Full_v02.png,48259e0b440b83cc82f18d46adf63008da8cc8bf2d568eebbb5b18bd11c6bfdc
assets/characters/sea/sprites/CHAR_Sea_Confused_Full_v03.png,9ccfb1c0e8ee748b30120660e23793190793808c8cec28ddb701e48e43cfd9f5
assets/characters/sea/sprites/CHAR_Sea_Wary_Full_v01.png,a4dbbc8a105f24a3a2a9ed817fee72dc3b1784e58353088e3c04bd7c5418bffa
assets/characters/seoyun/master/CHAR_Seoyun_FaceMaster_v01.png,930d1594704e47d5609485bf88e7a48b525329ac213d619fa22504e5391d5c2b
assets/characters/seoyun/master/CHAR_Seoyun_FullbodyMaster_v01.png,b651b129732df2ba3c9d69745f7d5dfef3ec1b2b636e7042be38b3b5d9afec4c
assets/characters/seoyun/refs/CHAR_Seoyun_BaseRef_v01.png,ce0f018b8a5928ce5e51742b7e9c36eaa88d1151fcf8c681981aba30e6fbb912
